Id,ticket
42,52555040
43,52557277
44,52568481
45,52580872
46,52584749
47,52624320
48,52632621
49,52641888
50,52647288
51,52649955
52,52666823
53,52670393
54,52677274
55,52702428
56,52711598
57,52721182
58,52726201
59,52729478
60,52742069
61,52748127
62,52762302
63,52766064
64,52769023
65,52803680
66,52823192
68,52828097
69,52835623
70,52838848
71,52852119
72,52855534
73,52858980
74,52863166
75,52893614
