Id,Symbol,Type,Volume,Entry Time,Entry Price,Exit Time,Exit Price,Exit Balance,Exit Equity,Profit,Margin,Fee,Closed
52,EURUSD,Buy,2.0,2024-05-21 23:00:00,1.08537,2024-05-24 20:00:00,1.0847,,,-159.99999999998968,2170.74,0.00013,False
79,EURUSD,Buy,1.22,2024-05-24 18:00:00,1.0851,2024-05-24 19:00:00,1.0847,186500.06016384918,186475.30016384923,-50.01999999999463,1323.822,1e-05,True
78,EURUSD,Buy,1.3900000000000001,2024-05-24 16:00:00,1.0843,2024-05-24 17:00:00,1.0846,186550.08016384917,186268.3801638492,23.62999999999541,1507.1770000000001,0.00013,True
77,EURUSD,Buy,2.0,2024-05-24 15:00:00,1.08515,2024-05-24 16:00:00,1.0843,186526.45016384916,186618.45016384913,-172.0000000000035,2170.3,1e-05,True
76,EURUSD,Sell,1.68,2024-05-24 13:00:00,1.08402,2024-05-24 15:00:00,1.08515,186698.45016384916,186594.53016384918,-191.52000000001266,1821.1535999999999,1e-05,True
75,EURUSD,Buy,2.0,2024-05-24 12:00:00,1.08287,2024-05-24 13:00:00,1.08402,186889.97016384918,186117.97016384918,229.99999999999687,2165.74,0.0,True
74,EURUSD,Sell,0.96,2024-05-24 10:00:00,1.08243,2024-05-24 11:00:00,1.08247,186659.97016384918,186049.8101638492,-4.80000000000384,1039.1328,1e-05,True
73,EURUSD,Buy,0.65,2024-05-24 06:00:00,1.08062,2024-05-24 10:00:00,1.08243,186664.7701638492,185761.9201638492,116.3500000000058,702.4029999999999,2e-05,True
72,EURUSD,Sell,0.54,2024-05-24 02:00:00,1.08117,2024-05-24 03:00:00,1.08102,186548.4201638492,185672.8601638492,7.559999999993113,583.8318,1e-05,True
71,EURUSD,Sell,0.1,2024-05-23 19:00:00,1.08183,2024-05-24 01:00:00,1.08134,186540.8601638492,185733.5601638492,4.800000000001014,108.183,1e-05,True
70,EURUSD,Buy,0.58,2024-05-23 18:00:00,1.08262,2024-05-23 19:00:00,1.08183,186536.0601638492,186003.30016384923,-46.97999999999109,627.9195999999998,2e-05,True
69,EURUSD,Buy,2.0,2024-05-23 16:00:00,1.08342,2024-05-23 17:00:00,1.08244,186583.0401638492,186351.04016384922,-203.9999999999962,2166.84,4e-05,True
68,EURUSD,Buy,2.0,2024-05-23 15:00:00,1.08522,2024-05-23 16:00:00,1.08342,186787.0401638492,187111.04016384916,-360.0000000000048,2170.4400000000005,0.0,True
67,EURUSD,Buy,2.0,2024-05-23 14:00:00,1.08506,2024-05-23 15:00:00,1.08522,187147.0401638492,187019.0401638492,30.000000000032003,2170.12,1e-05,True
