Id,Symbol,Type,Volume,Entry Time,Entry Price,Exit Time,Exit Price,Exit Balance,Exit Equity,Profit,Margin,Fee,Closed
48,EURUSD,Sell,0.12,2024-05-20 13:00:00,1.08706,2024-05-21 00:00:00,1.08566,,,16.67999999999815,130.44719999999998,1e-05,False
50,EURUSD,Sell,0.8,2024-05-20 18:00:00,1.08605,2024-05-20 22:00:00,1.08596,187343.35084846392,187311.35084846395,6.399999999993878,868.84,1e-05,True
49,EURUSD,Buy,0.76,2024-05-20 15:00:00,1.08575,2024-05-20 17:00:00,1.0865,187336.95084846392,187344.19084846394,56.240000000002155,825.17,1e-05,True
47,EURUSD,Buy,0.19,2024-05-20 11:00:00,1.08747,2024-05-20 12:00:00,1.08689,187280.71084846393,187280.71084846393,-13.904514275424788,206.6193,0.00015181654081180594,True
1,EURUSD,Buy,2.0,2024-05-14 02:00:00,1.07919,2024-05-20 12:00:00,1.08689,187294.61536273937,187280.71084846393,1516.4108560473944,2158.38,0.00011794571976284568,True
46,EURUSD,Buy,2.0,2024-05-20 08:00:00,1.08805,2024-05-20 09:00:00,1.08783,185778.20450669198,187482.6153627394,-61.18056719554557,2176.1,8.590283597784091e-05,True
45,EURUSD,Buy,2.0,2024-05-20 06:00:00,1.08779,2024-05-20 08:00:00,1.08805,185839.38507388753,187587.79592993495,34.14386068405328,2175.58,8.928069657966056e-05,True
44,EURUSD,Buy,2.0,2024-05-20 02:00:00,1.08724,2024-05-20 04:00:00,1.08752,185805.24121320347,187447.65206925088,31.867308876729723,2174.48,0.00012066345561640935,True
43,EURUSD,Buy,1.22,2024-05-20 00:00:00,1.08695,2024-05-20 02:00:00,1.08724,185773.37390432673,187359.78476037414,21.18666954758618,1326.0790000000002,0.0001163387742000147,True
42,EURUSD,Buy,0.42,2024-05-19 23:00:00,1.08658,2024-05-20 00:00:00,1.08695,185752.18723477915,187280.5980908266,12.286271056737217,456.3636000000001,7.746973674433345e-05,True
