Id,Symbol,Type,Volume,Entry Time,Entry Price,Exit Time,Exit Price,Exit Balance,Exit Equity,Profit,Margin,Fee,Closed
40,EURUSD,Sell,0.62,2024-06-27 08:00:00,1.06958,2024-06-27 13:00:00,1.07037,193467.78191631247,193508.08191631248,-49.60000000000424,663.1396,1e-05,True
38,EURUSD,Sell,0.93,2024-06-26 23:00:00,1.06794,2024-06-27 08:00:00,1.06958,193517.38191631247,193532.26191631245,-173.91000000000798,993.1841999999998,0.00023,True
39,EURUSD,Buy,0.08,2024-06-27 01:00:00,1.06806,2024-06-27 02:00:00,1.06798,193691.29191631248,193658.53191631247,-0.72000000000064,85.4448,1e-05,True
37,EURUSD,Sell,1.08,2024-06-26 18:00:00,1.06819,2024-06-26 20:00:00,1.06858,193692.01191631248,193735.21191631252,-42.12000000001215,1153.6452,0.0,True
36,EURUSD,Sell,1.35,2024-06-26 15:00:00,1.06772,2024-06-26 17:00:00,1.06802,193734.1319163125,193801.6319163125,-40.49999999999554,1441.422,0.0,True
35,EURUSD,Sell,0.5700000000000001,2024-06-26 09:00:00,1.06948,2024-06-26 15:00:00,1.06772,193774.6319163125,193676.0219163125,100.31999999999908,609.6036,0.0,True
34,EURUSD,Sell,0.99,2024-06-26 04:00:00,1.07159,2024-06-26 05:00:00,1.07101,193674.3119163125,193615.90191631246,57.42000000000247,1060.8741,0.0,True
33,EURUSD,Sell,0.66,2024-06-26 02:00:00,1.07091,2024-06-26 04:00:00,1.07159,193616.89191631248,193647.2519163125,-44.88000000000092,706.8006,0.0,True
32,EURUSD,Buy,0.26,2024-06-25 20:00:00,1.07136,2024-06-25 21:00:00,1.0716,193661.7719163125,193655.2719163125,6.240000000000467,278.5536,0.0,True
31,EURUSD,Sell,0.56,2024-06-25 19:00:00,1.07046,2024-06-25 20:00:00,1.07136,193655.5319163125,193829.97191631253,-50.40000000000689,599.4576000000001,0.0,True
30,EURUSD,Sell,1.4000000000000001,2024-06-25 18:00:00,1.0704,2024-06-25 20:00:00,1.07136,193705.9319163125,193829.97191631253,-134.40000000001007,1498.56,0.0,True
29,EURUSD,Buy,0.37,2024-06-25 15:00:00,1.0705,2024-06-25 16:00:00,1.07025,193840.3319163125,193851.4319163125,-9.62000000000309,396.085,1e-05,True
28,EURUSD,Sell,0.41000000000000003,2024-06-25 07:00:00,1.07396,2024-06-25 09:00:00,1.0732,193849.9519163125,193811.0019163125,31.16000000000385,440.3236,0.0,True
27,EURUSD,Sell,1.24,2024-06-24 20:00:00,1.07249,2024-06-24 21:00:00,1.07355,193818.7919163125,193953.9519163125,-131.44000000000756,1329.8875999999998,0.0,True
26,EURUSD,Buy,0.03,2024-06-24 16:00:00,1.07427,2024-06-24 17:00:00,1.073,193950.2319163125,193954.0719163125,-3.810000000000313,32.228100000000005,0.0,True
25,EURUSD,Sell,1.7,2024-06-24 15:00:00,1.07347,2024-06-24 16:00:00,1.07427,193954.0419163125,194088.34191631252,-136.00000000002277,1824.899,0.0,True
24,EURUSD,Sell,1.04,2024-06-24 07:00:00,1.06946,2024-06-24 09:00:00,1.07033,194090.04191631253,194144.12191631252,-90.47999999999234,1112.2384000000002,0.0,True
23,EURUSD,Sell,0.72,2024-06-24 00:00:00,1.06897,2024-06-24 02:00:00,1.06878,194180.52191631251,194180.52191631251,5.698195183790401,769.6583999999999,0.00011085840022504579,True
22,EURUSD,Sell,0.7000000000000001,2024-06-21 17:00:00,1.06815,2024-06-24 02:00:00,1.06878,194174.82372112872,194180.52191631251,-53.67657256791636,747.705,0.0001368081795415318,True
21,EURUSD,Buy,0.19,2024-06-21 15:00:00,1.06948,2024-06-21 22:00:00,1.06917,194228.50029369665,194147.52372112873,-6.812017223144144,203.2012,4.852722227071193e-05,True
20,EURUSD,Sell,1.16,2024-06-21 11:00:00,1.06911,2024-06-21 14:00:00,1.06889,194235.3123109198,194235.3123109198,15.592048507207265,1240.1675999999998,8.558578873108084e-05,True
19,EURUSD,Sell,1.61,2024-06-21 10:00:00,1.0678,2024-06-21 14:00:00,1.06889,194219.7202624126,194235.3123109198,-184.7937148399896,1719.1580000000001,5.778704869577432e-05,True
18,EURUSD,Buy,0.01,2024-06-20 22:00:00,1.07052,2024-06-21 00:00:00,1.07038,194404.5139772526,194404.5139772526,-0.2471763631098072,10.7052,0.00010717636311000027,True
17,EURUSD,Sell,1.28,2024-06-20 14:00:00,1.07149,2024-06-20 17:00:00,1.07218,194404.7611536157,194404.7611536157,-105.95621177161013,1371.5072,0.0001377829044658468,True
16,EURUSD,Sell,1.33,2024-06-20 07:00:00,1.07427,2024-06-20 17:00:00,1.07218,194510.7173653873,194404.7611536157,270.6968504746556,1428.7791,5.468533477717262e-05,True
14,EURUSD,Buy,1.17,2024-06-19 19:00:00,1.0747,2024-06-20 11:00:00,1.07169,194240.02051491264,194575.8873653873,-366.13994582296743,1257.399,0.00011940124635019196,True
15,EURUSD,Sell,1.27,2024-06-20 01:00:00,1.07457,2024-06-20 02:00:00,1.07471,194606.1604607356,194593.36051491264,-29.951906113864204,1364.7039000000002,9.584178042409859e-05,True
13,EURUSD,Sell,1.46,2024-06-19 10:00:00,1.07367,2024-06-19 17:00:00,1.07481,194636.11236684947,194636.11236684947,-186.5617764505286,1567.5581999999997,0.00013782038664731543,True
