Id,Symbol,Type,Volume,Entry Time,Entry Price,Exit Time,Exit Price,Exit Balance,Exit Equity,Profit,Margin,Fee,Closed
63,EURUSD,Buy,0.17,2024-05-10 13:00:00,1.07785,2024-05-10 18:00:00,1.0764,,,-25.329999999999174,183.2345,4e-05,False
62,EURUSD,Buy,0.6900000000000001,2024-05-10 12:00:00,1.07797,2024-05-10 16:00:00,1.07872,219148.310746773,219017.080746773,50.36999999998664,743.7993000000001,2e-05,True
61,EURUSD,Buy,1.23,2024-05-10 06:00:00,1.07759,2024-05-10 13:00:00,1.07785,219097.940746773,219101.720746773,29.519999999991015,1325.4357,2e-05,True
60,EURUSD,Buy,1.08,2024-05-10 01:00:00,1.07844,2024-05-10 08:00:00,1.07756,219068.42074677302,219020.690746773,-98.27999999999912,1164.7152,3e-05,True
59,EURUSD,Buy,1.85,2024-05-09 17:00:00,1.07757,2024-05-10 04:00:00,1.0776,219166.700746773,219169.43074677305,3.6999999999952813,1993.5044999999998,1e-05,True
58,EURUSD,Buy,0.2,2024-05-09 01:00:00,1.07489,2024-05-10 01:00:00,1.07844,219163.00074677303,219277.00074677303,70.60000000000328,214.97799999999998,2e-05,True
56,EURUSD,Buy,0.9400000000000001,2024-05-08 21:00:00,1.07451,2024-05-09 15:00:00,1.07592,219092.40074677303,218748.940746773,131.59999999999167,1010.0394,1e-05,True
57,EURUSD,Sell,0.52,2024-05-09 00:00:00,1.07487,2024-05-09 01:00:00,1.07489,218960.80074677302,218995.580746773,-7.799999999995267,558.9324,0.00013,True
55,EURUSD,Sell,0.05,2024-05-08 19:00:00,1.07457,2024-05-08 23:00:00,1.07481,218968.600746773,218972.72074677297,-1.25000000000009,53.728500000000004,1e-05,True
53,EURUSD,Buy,1.53,2024-05-08 14:00:00,1.07461,2024-05-08 21:00:00,1.07451,218969.850746773,218939.020746773,-16.829999999998314,1644.1533000000002,1e-05,True
54,EURUSD,Buy,0.51,2024-05-08 17:00:00,1.07493,2024-05-08 19:00:00,1.07457,218986.680746773,219162.63074677298,-18.869999999995713,548.2143,1e-05,True
52,EURUSD,Sell,0.08,2024-05-08 11:00:00,1.07441,2024-05-08 17:00:00,1.07493,219005.550746773,219074.730746773,-4.479999999998832,85.95280000000001,4e-05,True
51,EURUSD,Buy,0.33,2024-05-08 10:00:00,1.07387,2024-05-08 13:00:00,1.07489,219010.030746773,219011.870746773,32.99999999999336,354.37710000000004,2e-05,True
50,EURUSD,Sell,0.14,2024-05-08 07:00:00,1.07412,2024-05-08 11:00:00,1.07441,218977.030746773,218981.65074677303,-4.2000000000017295,150.37680000000003,1e-05,True
49,EURUSD,Buy,0.64,2024-05-08 02:00:00,1.07498,2024-05-08 09:00:00,1.07446,218981.230746773,218956.83074677302,-35.84000000000486,687.9872,4e-05,True
48,EURUSD,Buy,1.42,2024-05-07 23:00:00,1.07545,2024-05-08 05:00:00,1.07412,219017.070746773,218942.99074677302,-239.98000000000758,1527.139,0.00036,True
47,EURUSD,Buy,0.09,2024-05-07 20:00:00,1.07567,2024-05-07 22:00:00,1.07564,219257.05074677302,219252.46074677302,-0.4499999999997704,96.81029999999998,2e-05,True
46,EURUSD,Buy,0.53,2024-05-07 17:00:00,1.07778,2024-05-07 21:00:00,1.07514,219257.50074677303,219282.93074677305,-140.4499999999987,571.2234,1e-05,True
45,EURUSD,Buy,1.25,2024-05-07 16:00:00,1.07806,2024-05-07 18:00:00,1.07665,219397.95074677304,219538.67074677304,-177.49999999998892,1347.575,1e-05,True
44,EURUSD,Sell,0.62,2024-05-07 14:00:00,1.07666,2024-05-07 17:00:00,1.07778,219575.45074677304,219558.10074677304,-70.68000000000062,667.5292,2e-05,True
43,EURUSD,Buy,1.33,2024-05-07 12:00:00,1.07595,2024-05-07 15:00:00,1.07754,219646.13074677304,219528.56074677303,210.13999999999737,1431.0135,1e-05,True
42,EURUSD,Buy,0.8,2024-05-07 11:00:00,1.07638,2024-05-07 12:00:00,1.07595,219435.99074677305,219490.52074677308,-35.99999999999444,861.1039999999999,2e-05,True
41,EURUSD,Buy,0.53,2024-05-07 09:00:00,1.07636,2024-05-07 12:00:00,1.07595,219471.99074677305,219490.52074677308,-21.730000000001137,570.4708,0.0,True
40,EURUSD,Buy,0.76,2024-05-07 06:00:00,1.07686,2024-05-07 08:00:00,1.07583,219493.72074677306,219550.72074677306,-79.7999999999897,818.4136,2e-05,True
39,EURUSD,Buy,0.58,2024-05-07 03:00:00,1.0775,2024-05-07 07:00:00,1.07658,219573.52074677305,219589.58074677302,-53.359999999988965,624.9499999999998,0.0,True
