datetime,open,high,low,close,volume,ohlc4,sma,smoothing_sma,sma_diff,sma_sign,sma_crossover,sma_signal,brick_color,day_of_week,day_of_week_transition,take_profit,stop_loss,position_count,cum_position_count,stop_loss_hit,
39:22.2,1.0782,1.07833,1.0779,1.0779,215,1.0780825,1.078393333,1.078389444,3.89E-06,1,0,buy,red,Monday,0,,1.0779,0,3701,1,0
13:36.6,1.0782,1.0785,1.07774,1.0785,1454,1.078235,1.077990833,1.078010833,-2.00E-05,-1,0,sell,green,Monday,0,,1.0785,0,3702,1,0
17:47.9,1.0857,1.086,1.08525,1.086,1533,1.0857375,1.085513333,1.085542222,-2.89E-05,-1,0,sell,green,Wednesday,0,,1.086,0,3728,1,0
44:06.4,1.0911,1.0914,1.09109,1.0914,37,1.0912475,1.090905833,1.090906111,-2.78E-07,-1,0,sell,green,Tuesday,0,,1.0914,0,3814,1,0
30:49.7,1.0911,1.09121,1.0908,1.0908,176,1.0909775,1.091304167,1.091302222,1.94E-06,1,0,buy,red,Thursday,0,,1.0908,0,3857,1,0
46:48.4,1.0893,1.08941,1.089,1.089,476,1.0891775,1.089475833,1.0894625,1.33E-05,1,0,buy,red,Thursday,0,,1.089,0,3859,1,0
01:58.5,1.0839,1.0842,1.08334,1.0842,1304,1.08391,1.083664167,1.083701389,-3.72E-05,-1,0,sell,green,Monday,0,,1.0842,0,3882,1,0
10:24.3,1.0965,1.09703,1.0962,1.0962,3944,1.0964825,1.096724167,1.096698889,2.53E-05,1,0,buy,red,Friday,0,,1.0962,0,4015,1,0
48:07.6,1.0983,1.0986,1.0983,1.0986,701,1.09845,1.09811,1.098118333,-8.33E-06,-1,0,sell,green,Friday,0,,1.0986,0,4038,1,0
53:34.2,1.0983,1.0988,1.098,1.098,2940,1.098275,1.0985175,1.098493611,2.39E-05,1,0,buy,red,Tuesday,0,,1.098,0,4063,1,0
14:02.2,1.0983,1.0986,1.09807,1.0986,415,1.0983925,1.098083333,1.098116389,-3.31E-05,-1,0,sell,green,Tuesday,0,,1.0986,0,4064,1,0
16:50.7,1.1019,1.1022,1.10159,1.1022,2131,1.1019725,1.101708333,1.101739167,-3.08E-05,-1,0,sell,green,Wednesday,0,,1.1022,0,4070,1,0
39:30.1,1.1055,1.1058,1.10543,1.1058,233,1.1056325,1.105318333,1.105325833,-7.50E-06,-1,0,sell,green,Thursday,0,,1.1058,0,4096,1,0
02:02.6,1.1019,1.1022,1.1016,1.1016,759,1.101825,1.102116667,1.102079722,3.69E-05,1,0,buy,red,Monday,0,,1.1016,0,4151,1,0
07:06.1,1.1037,1.104,1.10356,1.104,545,1.103815,1.1035125,1.103515556,-3.06E-06,-1,0,sell,green,Wednesday,0,,1.104,0,4192,1,0
00:01.7,1.1037,1.104,1.1037,1.104,4,1.10385,1.103553333,1.103560833,-7.50E-06,-1,0,sell,green,Wednesday,0,,1.104,0,4200,1,0
21:30.4,1.1055,1.10578,1.1052,1.1052,204,1.10542,1.1057025,1.105670556,3.19E-05,1,0,buy,red,Thursday,0,,1.1052,0,4239,1,0
15:02.7,1.0911,1.09123,1.0908,1.0908,301,1.0909825,1.0912875,1.0912775,1.00E-05,1,0,buy,red,Friday,0,,1.0908,0,4367,1,0
21:45.1,1.0857,1.08575,1.0854,1.0854,220,1.0855625,1.08588,1.085870556,9.44E-06,1,0,buy,red,Wednesday,0,,1.0854,0,4409,1,0
52:28.2,1.0818,1.0821,1.08176,1.0821,418,1.08194,1.081615833,1.081617222,-1.39E-06,-1,0,sell,green,Friday,0,,1.0821,0,4450,1,0
18:00.3,1.0821,1.0824,1.08199,1.0824,1426,1.0822225,1.081914167,1.081929722,-1.56E-05,-1,0,sell,green,Monday,0,,1.0824,0,4462,1,0
30:27.4,1.0731,1.0734,1.07308,1.0734,448,1.073245,1.072899167,1.072916111,-1.69E-05,-1,0,sell,green,Thursday,0,,1.0734,0,4520,1,0
12:51.6,1.0731,1.07325,1.0728,1.0728,1252,1.0729875,1.073294167,1.073290556,3.61E-06,1,0,buy,red,Thursday,0,,1.0728,0,4521,1,0
04:56.1,1.0731,1.0734,1.0729,1.0734,1157,1.0732,1.0729075,1.072921389,-1.39E-05,-1,0,sell,green,Thursday,0,,1.0734,0,4522,1,0
18:46.8,1.0728,1.07299,1.0725,1.0725,833,1.0726975,1.072995,1.072993333,1.67E-06,1,0,buy,red,Tuesday,0,,1.0725,0,4569,1,0
30:38.0,1.0728,1.0731,1.0727,1.0731,163,1.072925,1.072624167,1.072630833,-6.67E-06,-1,0,sell,green,Tuesday,0,,1.0731,0,4570,1,0
13:37.3,1.0692,1.06942,1.0689,1.0689,710,1.069105,1.069385,1.069357222,2.78E-05,1,0,buy,red,Wednesday,0,,1.0689,0,4575,1,0
51:46.5,1.0728,1.07294,1.0725,1.0725,543,1.072685,1.0729875,1.072981389,6.11E-06,1,0,buy,red,Friday,0,,1.0725,0,4625,1,0
12:01.9,1.0692,1.0695,1.06887,1.0695,575,1.0692675,1.0689925,1.069013056,-2.06E-05,-1,0,sell,green,Monday,0,,1.0695,0,4630,1,0
31:44.1,1.0728,1.0731,1.07262,1.0731,579,1.072905,1.072638333,1.072642778,-4.44E-06,-1,0,sell,green,Tuesday,0,,1.0731,0,4640,1,0
55:03.4,1.0674,1.06762,1.0671,1.0671,1887,1.067305,1.067590833,1.067560556,3.03E-05,1,0,buy,red,Tuesday,0,,1.0671,0,4647,1,0
22:04.4,1.0728,1.0731,1.07275,1.0731,128,1.0729375,1.0726125,1.072616111,-3.61E-06,-1,0,sell,green,Thursday,0,,1.0731,0,4664,1,0
47:03.7,1.0782,1.0785,1.078,1.0785,2733,1.0783,1.078015833,1.078021944,-6.11E-06,-1,0,sell,green,Friday,0,,1.0785,0,4672,1,0
57:12.1,1.0803,1.0806,1.0797,1.0806,2828,1.0803,1.080078333,1.080119444,-4.11E-05,-1,0,sell,green,Tuesday,0,,1.0806,0,4692,1,0
11:37.1,1.0839,1.08394,1.0836,1.0836,304,1.08376,1.084071667,1.084070556,1.11E-06,1,0,buy,red,Thursday,0,,1.0836,0,4745,1,0
41:18.3,1.0875,1.0878,1.08693,1.0878,639,1.0875075,1.087270833,1.087295833,-2.50E-05,-1,0,sell,green,Thursday,0,,1.0878,0,4750,1,0
28:09.3,1.0893,1.0896,1.08921,1.0896,220,1.0894275,1.089121667,1.089134167,-1.25E-05,-1,0,sell,green,Friday,0,,1.0896,0,4858,1,0
21:23.9,1.0911,1.0914,1.09104,1.0914,567,1.091235,1.090898333,1.090906389,-8.06E-06,-1,0,sell,green,Wednesday,0,,1.0914,0,4912,1,0
56:54.3,1.0911,1.09112,1.0908,1.0908,117,1.090955,1.091273333,1.091268611,4.72E-06,1,0,buy,red,Monday,0,,1.0908,0,4949,1,0
