cum_position_count,entry_price,entry_time,exit_time,first_TP_hit,exit_price,direction,secondary_profit,primary_profit,profit,swap,swap_rate,nova_profit_inp,msolutions_profit_inp,nova_profit,msolutions_profit,entry_day_of_week,exit_day_of_week,nova_cum_sum,msolutions_cum_sum
51.0,1.0611250000000023,2023-01-05 06:22:00,2023-01-05 06:43:00,1.0,1.0611250000000025, short,-1.1102230246251565e-10,162.5,-2.220446049250313e-10,0,0.0,132.49999999988898,112.49999999988898,-30.000000000222045,-50.000000000222045,Thursday,Thursday,10819.9999999852,9799.9999999852
52.0,1.0608000000000024,2023-01-05 07:24:00,2023-01-05 07:42:00,0.0,1.0614500000000024, short,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Thursday,Thursday,10139.99999998516,9099.99999998516
53.0,1.0601500000000026,2023-01-05 07:59:00,2023-01-05 08:24:00,1.0,1.0588500000000032, short,649.9999999997065,162.5,1299.999999999413,0,0.0,782.4999999997065,762.4999999997065,1269.999999999413,1249.999999999413,Thursday,Thursday,11409.999999984573,10349.999999984573
54.0,1.0582000000000031,2023-01-05 08:29:00,2023-01-05 08:45:00,1.0,1.0572250000000036, short,487.49999999975205,162.5,974.9999999995041,0,0.0,619.999999999752,599.999999999752,944.9999999995041,924.9999999995041,Thursday,Thursday,12354.999999984077,11274.999999984077
55.0,1.0565750000000036,2023-01-05 08:52:00,2023-01-05 09:03:00,1.0,1.055600000000004, short,487.49999999975205,162.5,974.9999999995041,0,0.0,619.999999999752,599.999999999752,944.9999999995041,924.9999999995041,Thursday,Thursday,13299.99999998358,12199.99999998358
56.0,1.054950000000004,2023-01-05 09:28:00,2023-01-05 10:08:00,1.0,1.0539750000000045, short,487.49999999975205,162.5,974.9999999995041,0,0.0,619.999999999752,599.999999999752,944.9999999995041,924.9999999995041,Thursday,Thursday,14244.999999983083,13124.999999983083
57.0,1.055600000000004,2023-01-05 10:08:00,2023-01-05 10:09:00,1.0,1.0556000000000039, buy,-1.1102230246251565e-10,162.5,-2.220446049250313e-10,0,0.0,132.49999999988898,112.49999999988898,-30.000000000222045,-50.000000000222045,Thursday,Thursday,14214.999999982861,13074.999999982861
58.0,1.0533250000000045,2023-01-05 10:10:00,2023-01-05 10:11:00,0.0,1.0539750000000045, short,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Thursday,Thursday,13534.999999982821,12374.999999982821
59.0,1.0536500000000044,2023-01-05 10:16:00,2023-01-05 10:38:00,1.0,1.052675000000005, short,487.49999999975205,162.5,974.9999999995041,0,0.0,619.999999999752,599.999999999752,944.9999999995041,924.9999999995041,Thursday,Thursday,14479.999999982325,13299.999999982325
60.0,1.051700000000005,2023-01-05 10:56:00,2023-01-05 11:02:00,0.0,1.052350000000005, short,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Thursday,Thursday,13799.999999982285,12599.999999982285
61.0,1.0530000000000048,2023-01-05 11:29:00,2023-01-05 11:37:00,0.0,1.0523500000000048, buy,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Thursday,Thursday,13119.999999982245,11899.999999982245
62.0,1.0533250000000047,2023-01-05 13:20:00,2023-01-05 14:10:00,1.0,1.0533250000000045, buy,-1.1102230246251565e-10,162.5,-2.220446049250313e-10,0,0.0,132.49999999988898,112.49999999988898,-30.000000000222045,-50.000000000222045,Thursday,Thursday,13089.999999982023,11849.999999982023
63.0,1.0533250000000047,2023-01-05 22:02:00,2023-01-05 23:48:00,0.0,1.0526750000000047, buy,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Thursday,Thursday,12409.999999981983,11149.999999981983
64.0,1.051375000000005,2023-01-06 01:56:00,2023-01-06 02:03:00,0.0,1.052025000000005, short,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Friday,Friday,11729.999999981943,10449.999999981943
65.0,1.051375000000005,2023-01-06 02:13:00,2023-01-06 02:34:00,1.0,1.0517000000000052, short,-162.50000000006537,162.5,-325.00000000013074,0,0.0,-30.00000000006537,-50.00000000006537,-355.00000000013074,-375.00000000013074,Friday,Friday,11374.999999981812,10074.999999981812
66.0,1.0510500000000051,2023-01-06 02:40:00,2023-01-06 02:43:00,0.0,1.0517000000000052, short,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Friday,Friday,10694.999999981772,9374.999999981772
67.0,1.052025000000005,2023-01-06 03:02:00,2023-01-06 03:28:00,1.0,1.0523500000000048, buy,162.49999999984334,162.5,324.9999999996867,0,0.0,294.99999999984334,274.99999999984334,294.9999999996867,274.9999999996867,Friday,Friday,10989.999999981459,9649.999999981459
68.0,1.0507250000000052,2023-01-06 04:21:00,2023-01-06 04:26:00,1.0,1.0507250000000055, short,-1.1102230246251565e-10,162.5,-2.220446049250313e-10,0,0.0,132.49999999988898,112.49999999988898,-30.000000000222045,-50.000000000222045,Friday,Friday,10959.999999981237,9599.999999981237
69.0,1.0513750000000053,2023-01-06 05:43:00,2023-01-06 06:00:00,0.0,1.0507250000000052, buy,-650.0000000000396,0.0,-650.0000000000396,0,0.0,-680.0000000000396,-700.0000000000396,-680.0000000000396,-700.0000000000396,Friday,Friday,10279.999999981197,8899.999999981197
70.0,1.0497500000000055,2023-01-06 06:46:00,2023-01-06 07:17:00,1.0,1.049100000000006, short,324.99999999979764,162.5,649.9999999995953,0,0.0,457.49999999979764,437.49999999979764,619.9999999995953,599.9999999995953,Friday,Friday,10899.999999980791,9499.999999980791
71.0,1.0507250000000055,2023-01-06 08:30:00,2023-01-06 08:31:00,1.0,1.0504000000000053, buy,-162.50000000006537,162.5,-325.00000000013074,0,0.0,-30.00000000006537,-50.00000000006537,-355.00000000013074,-375.00000000013074,Friday,Friday,10544.99999998066,9124.99999998066
