2024.02.23 07:19:42.458,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: Time: 6"
2024.02.23 07:19:42.458,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.458,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.459,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: SMI: 24.26752878118928"
2024.02.23 07:19:42.460,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.460,"2023.10.16 06:15:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.461,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.461,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: Time: 6"
2024.02.23 07:19:42.461,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.461,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.463,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: SMI: 4.982994317023319"
2024.02.23 07:19:42.463,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.463,"2023.10.16 06:30:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.466,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.466,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: Time: 6"
2024.02.23 07:19:42.466,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.466,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.467,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: SMI: 7.676118432300777"
2024.02.23 07:19:42.467,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.467,"2023.10.16 06:45:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.468,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.469,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: Time: 7"
2024.02.23 07:19:42.469,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.469,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.470,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: SMI: 12.33741324847373"
2024.02.23 07:19:42.470,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.470,"2023.10.16 07:00:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.473,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.473,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: Time: 7"
2024.02.23 07:19:42.473,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.473,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.474,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: SMI: 40.05802686419942"
2024.02.23 07:19:42.474,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.474,"2023.10.16 07:15:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: Time: 7"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: No Trades Allowed"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: more_trades: false"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: SMI: 56.22767296926438"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: NO TRADE"
2024.02.23 07:19:42.479,"2023.10.16 07:30:00  min_impulse_psar EURUSD,M15: First Cross: false"
2024.02.23 07:19:42.484,"2023.10.16 07:45:00  min_impulse_psar EURUSD,M15: Entering into OnBar"
